Date,Year,Pitcher,PitcherThrows,Inning,PAofInning,BatterSide,PitchofPA,Balls,Strikes,PitchType,ReleaseSpeed,InducedVertBreak,HorzBreak,ReleaseHeight,ReleaseSide,Extension,PlateHeight,PlateSide,SpinRate,SpinAxis,swing_prob,whiff_prob_gs,whiff_prob
6/19/2019,2019,Pitcher X,Left,1,2,Right,1,0,0,FASTBALL,92.63050079,10.99769974,-11.1892004,5.413249969,-1.624609947,5.924190044,1.338889956,0.346480995,2041.150024,134.9219971,0.178083494,0.09442348,0.016815263
6/19/2019,2019,Pitcher X,Left,1,2,Right,2,1,0,FASTBALL,92.98519897,11.18630028,-13.06830025,5.391580105,-1.61153996,5.934219837,2.170939922,0.068556897,2058.850098,130.3589935,0.728234351,0.062668562,0.0456374
6/19/2019,2019,Pitcher X,Left,1,3,Right,1,0,0,FASTBALL,93.64070129,16.82889938,-5.393149853,5.427289963,-1.46491003,5.707349777,2.136660099,0.634163976,1953.390015,163.2779999,0.469058275,0.074070305,0.034743289
6/19/2019,2019,Pitcher X,Left,1,3,Right,2,0,1,CHANGEUP,88.28859711,3.913650036,-10.17840004,5.412000179,-1.487959981,5.648700237,0.539584994,1.008909941,1805.709961,110.5930023,0.075552449,0.904763579,0.068357104
6/19/2019,2019,Pitcher X,Left,1,3,Right,3,1,1,FASTBALL,94.38359833,12.78429985,-8.505350113,5.418739796,-1.617239952,5.742040157,2.196490049,1.019119978,2105.669922,147.5639954,0.475828648,0.103282467,0.049144756
6/19/2019,2019,Pitcher X,Left,1,3,Right,4,2,1,FASTBALL,93.28309631,15.38529968,-9.775870323,5.426720142,-1.532960057,5.803800106,2.380320072,-1.180299997,2103.459961,148.0350037,0.239290506,0.260827154,0.062413462
6/19/2019,2019,Pitcher X,Left,1,3,Right,5,2,2,FASTBALL,94.93689728,14.04459953,-7.731219769,5.350029945,-1.504639983,5.858809948,2.146670103,-0.804993987,2063.860107,152.3639984,0.661978006,0.149295554,0.098830373
6/19/2019,2019,Pitcher X,Left,2,1,Left,1,0,0,FASTBALL,93.76439667,14.88230038,-9.756580353,5.430089951,-1.492560029,5.834469795,1.936990023,0.075983398,2139.429932,147.2870026,0.31489259,0.135139838,0.042554534
6/19/2019,2019,Pitcher X,Left,2,1,Left,2,0,1,SLIDER,85.39070129,-1.625849962,2.505510092,5.482200146,-1.337790012,5.157489777,0.082736202,1.061079979,2730.780029,288.7349854,0.233922556,0.957209051,0.223912788
6/19/2019,2019,Pitcher X,Left,2,1,Left,3,1,1,FASTBALL,92.65550232,11.17710018,-10.30809975,5.316100121,-1.55467999,5.850349903,1.695670009,1.39210999,1946.619995,138.0549927,0.038500801,0.316546679,0.012187301
6/19/2019,2019,Pitcher X,Left,2,1,Left,4,2,1,FASTBALL,94.36540222,9.72189045,-11.37950039,5.248809814,-1.530169964,5.832129955,2.044539928,1.038720012,1988.699951,130.8379974,0.224937484,0.189239904,0.042567148
6/19/2019,2019,Pitcher X,Left,2,1,Left,5,2,2,FASTBALL,94.15820313,13.24969959,-4.437839985,5.311659813,-1.507359982,5.77519989,1.518360019,1.239510059,1872.670044,163.7640076,0.17555818,0.607780397,0.10670082
6/19/2019,2019,Pitcher X,Left,2,2,Right,1,0,0,FASTBALL,94.30490112,11.96039963,-12.6317997,5.419449806,-1.539739966,5.74808979,1.629369974,-0.622819006,1932.459961,133.371994,0.285095841,0.112844579,0.03217152
6/19/2019,2019,Pitcher X,Left,2,2,Right,2,0,1,FASTBALL,94.58399963,10.76239967,-10.27000046,5.275839806,-1.643059969,5.856729984,2.056299925,-0.123677999,1982.949951,137.1130066,0.863680303,0.07457874,0.064412189
6/19/2019,2019,Pitcher X,Left,2,3,Left,1,0,0,FASTBALL,93.56880188,15.74059963,-9.357230186,5.441359997,-1.526419997,5.778560162,1.41553998,-0.190733999,1927.540039,149.7839966,0.187209278,0.196788013,0.036840542
6/19/2019,2019,Pitcher X,Left,2,3,Left,2,1,0,FASTBALL,91.94010162,11.42259979,-10.88290024,5.346449852,-1.542880058,5.978549957,0.762561977,0.907395005,1931.420044,136.901001,0.012224675,0.826067567,0.010098408
6/19/2019,2019,Pitcher X,Left,2,3,Left,3,2,0,FASTBALL,93.37129974,14.68000031,-9.869449615,5.352230072,-1.689030051,5.96889019,2.446759939,0.082027897,1959.800049,146.6190033,0.765607476,0.125091255,0.0957708
6/19/2019,2019,Pitcher X,Left,2,3,Left,4,2,1,FASTBALL,93.41429901,9.893859863,-8.606699944,5.203810215,-1.734189987,6.010849953,2.020009995,-0.053338598,1918.189941,140.5749969,0.864732206,0.101505823,0.087775355
6/19/2019,2019,Pitcher X,Left,3,1,Right,1,0,0,FASTBALL,92.04399872,12.77910042,-6.77670002,5.368509769,-1.571089983,5.720739841,3.115590096,0.559836984,1813.160034,153.8379974,0.547937095,0.152246594,0.083421557
6/19/2019,2019,Pitcher X,Left,3,1,Right,2,0,1,CHANGEUP,85.90370178,7.371990204,-10.36219978,5.620619774,-1.292459965,5.532519817,1.125949979,-0.536504984,1707.680054,126.0589981,0.552432775,0.577125192,0.318822871
6/19/2019,2019,Pitcher X,Left,3,1,Right,3,0,2,CHANGEUP,88.31009674,4.108990192,-10.24339962,5.457129955,-1.452960014,5.598939896,0.995510995,-1.018540025,1740.119995,111.4889984,0.414138049,0.614753127,0.254592661
6/19/2019,2019,Pitcher X,Left,3,2,Right,1,0,0,FASTBALL,93.83070374,13.6722002,-8.020279884,5.375599861,-1.583130002,5.756440163,2.628119946,0.218836993,2055.25,150.7920074,0.679265022,0.105805866,0.071870224
6/19/2019,2019,Pitcher X,Left,3,2,Right,2,0,1,SLIDER,85.97409821,4.005469799,4.669119835,5.574779987,-1.358829975,5.625860214,1.436550021,-0.173951,2655.820068,233.2859955,0.68527633,0.29937315,0.205153333
6/19/2019,2019,Pitcher X,Left,3,2,Right,3,0,2,SLIDER,85.36119843,2.320970058,6.869989872,5.565400124,-1.339149952,5.419769764,-0.184908003,1.92208004,2692.969971,250.875,0.026988775,0.991918504,0.026770665
6/19/2019,2019,Pitcher X,Left,3,2,Right,4,1,2,CHANGEUP,87.08249664,5.147280216,-12.08600044,5.474969864,-1.47104001,5.757589817,3.586030006,-1.168380022,1795.079956,112.2710037,0.218145788,0.328652769,0.071694217
6/19/2019,2019,Pitcher X,Left,3,3,Right,1,0,0,FASTBALL,94.48400116,17.0034008,-9.687239647,5.382860184,-1.51541996,5.850190163,2.234110117,0.837646008,2092.23999,150.6069946,0.292952508,0.109381691,0.032043641
6/19/2019,2019,Pitcher X,Left,3,3,Right,2,0,1,CHANGEUP,86.99079895,6.808760166,-12.31709957,5.422929764,-1.423030019,5.882329941,4.540850163,-0.932765007,1792.699951,118.5189972,0.006068516,0.48085469,0.002918074
6/19/2019,2019,Pitcher X,Left,3,3,Right,3,1,1,FASTBALL,93.06610107,14.18589973,-10.20660019,5.401150227,-1.54847002,5.751739979,2.515019894,-0.080952398,2019.810059,144.7680054,0.933527052,0.114685379,0.107061904
6/19/2019,2019,Pitcher X,Left,3,3,Right,4,1,2,SLIDER,86.2634964,-0.793537021,4.360060215,5.442389965,-1.570719957,5.426889896,0.0587276,1.060719967,2620.01001,274.2170105,0.156566724,0.971333146,0.152078449
6/19/2019,2019,Pitcher X,Left,3,3,Right,5,2,2,FASTBALL,94.41349792,13.33430004,-6.788219929,5.273300171,-1.464349985,5.966660023,1.167330027,0.152833998,1988.050049,154.6450043,0.447504371,0.133285508,0.059645847
6/19/2019,2019,Pitcher X,Left,3,3,Right,6,3,2,FASTBALL,93.29720306,12.65789986,-8.811739922,5.255420208,-1.580410004,5.97947979,1.227869987,0.407296002,1991.660034,146.2749939,0.477018714,0.079904012,0.038115709
6/19/2019,2019,Pitcher X,Left,3,4,Right,1,0,0,FASTBALL,93.95539856,13.07859993,-10.55560017,5.34803009,-1.559780002,5.871399879,1.544829965,-0.132606998,1993.819946,141.6049957,0.262359947,0.088121302,0.0231195
6/19/2019,2019,Pitcher X,Left,3,4,Right,2,0,1,CHANGEUP,88.50009918,0.675193012,-10.34130001,5.349919796,-1.567379951,5.829979897,-0.019719601,0.219653994,1717.099976,90.75789642,0.12498036,0.917751551,0.114700919
6/19/2019,2019,Pitcher X,Left,3,4,Right,3,1,1,FASTBALL,94.11840057,10.76509953,-8.971130371,5.272530079,-1.735710025,5.9760499,1.61311996,-0.744985998,1957.880005,141.5130005,0.356217712,0.108461,0.038635729
6/19/2019,2019,Pitcher X,Left,3,4,Right,4,1,2,CHANGEUP,88.09249878,3.557389975,-10.6026001,5.365550041,-1.682629943,5.861909866,1.156599998,0.259016007,1778.800049,107.6780014,0.75249213,0.37058416,0.278861664
6/19/2019,2019,Pitcher X,Left,3,4,Right,5,1,2,SLIDER,85.8647995,-1.942849994,5.972700119,5.428219795,-1.590049982,5.809430122,0.717920005,0.185369998,,281.1000061,0.516097903,0.730725348,0.37712582
6/19/2019,2019,Pitcher X,Left,3,4,Right,6,2,2,FASTBALL,93.39790344,14.58769989,-7.341010094,5.415400028,-1.563439965,5.97796011,2.90199995,-0.062343199,2011.400024,154.470993,0.974414766,0.14767538,0.143897071
6/19/2019,2019,Pitcher X,Left,4,1,Right,1,0,0,SLIDER,82.6529007,-0.042105298,4.476580143,5.582799911,-1.206269979,5.407660007,1.872280002,-0.134269997,2528.949951,266.8340149,0.49807328,0.204455346,0.101833745
6/19/2019,2019,Pitcher X,Left,4,1,Right,2,0,1,SLIDER,83.32450104,-3.130049944,4.613500118,5.506309986,-1.405560017,5.363770008,1.275159955,0.643505991,2464.610107,293.6990051,0.71113044,0.498983413,0.354842294
6/19/2019,2019,Pitcher X,Left,4,1,Right,3,0,2,CHANGEUP,87.63480377,6.409430027,-10.26889992,5.494760036,-1.306190014,5.657120228,1.89241004,0.051139601,1780.030029,122.4639969,0.926810265,0.1520928,0.140961168
6/19/2019,2019,Pitcher X,Left,4,2,Right,1,0,0,CHANGEUP,86.2118988,4.240049839,-9.360520363,5.509170055,-1.233209968,5.702939987,-0.037539098,1.022199988,1737.040039,114.6449966,0.010920941,0.957186997,0.010453383
6/19/2019,2019,Pitcher X,Left,4,2,Right,2,1,0,FASTBALL,94.39389801,12.51249981,-7.173989773,5.378240108,-1.401759982,5.754380226,1.04531002,0.986927986,2037.849976,151.8800049,0.108105302,0.409556538,0.044275233
6/19/2019,2019,Pitcher X,Left,4,2,Right,3,2,0,FASTBALL,92.48480225,13.70940018,-5.988170147,5.379079819,-1.60010004,5.840569973,2.472429991,0.795933008,2053.550049,158.151001,0.647772729,0.063678838,0.041249415
6/19/2019,2019,Pitcher X,Left,4,2,Right,4,2,1,FASTBALL,93.1339035,14.24730015,-9.837070465,5.448029995,-1.425660014,5.925260067,2.850539923,0.263702005,2036.969971,145.9700012,0.935819387,0.121700905,0.113890067
6/19/2019,2019,Pitcher X,Left,4,3,Left,1,0,0,FASTBALL,92.30690002,12.31509972,-11.14920044,5.348330021,-1.520419955,5.873350143,1.72823,0.450957,2009.619995,138.2279968,0.163342297,0.132583097,0.021656428
6/19/2019,2019,Pitcher X,Left,4,3,Left,2,0,1,FASTBALL,91.96440125,11.12590027,-9.726860046,5.344649792,-1.444100022,5.818260193,1.492830038,1.166560054,1974.51001,139.8079987,0.044862386,0.489400595,0.021955678
6/19/2019,2019,Pitcher X,Left,4,3,Left,3,1,1,SLIDER,86.2410965,0.444061995,3.414419889,5.414169788,-1.497560024,5.336410046,1.086820006,0.82139498,2582.350098,261.2569885,0.519956231,0.75540632,0.392778223
6/19/2019,2019,Pitcher X,Left,4,3,Left,4,1,2,SLIDER,86.10710144,0.973536015,3.540299892,5.553030014,-1.394569993,5.515029907,1.197059989,1.451869965,2594.360107,255.4450073,0.445988059,0.821809947,0.366517423
6/19/2019,2019,Pitcher X,Left,4,4,Right,1,0,0,FASTBALL,92.60269928,15.97070026,-9.571900368,5.437310219,-1.538640022,5.787089825,2.467380047,-0.396557987,1966.939941,149.5010071,0.53229928,0.133239821,0.070923461
6/19/2019,2019,Pitcher X,Left,4,5,Left,1,0,0,FASTBALL,93.78759766,15.55420017,-10.25319958,5.406410217,-1.500519991,5.827219963,3.260240078,-0.412230015,2042.670044,146.9450073,0.567252934,0.273690552,0.155251768
6/19/2019,2019,Pitcher X,Left,4,5,Left,2,0,1,SLIDER,85.36940002,-1.210890055,4.041759968,5.400949955,-1.463099957,5.44907999,0.723272026,2.137209892,2657.810059,278.8640137,0.043000612,0.98182112,0.042218909
6/19/2019,2019,Pitcher X,Left,4,5,Left,3,1,1,SLIDER,85.30390167,0.463440001,4.42098999,5.41132021,-1.587389946,5.445119858,0.848619998,1.044440031,2711.969971,261.9410095,0.36771962,0.915607691,0.336686913
6/19/2019,2019,Pitcher X,Left,4,5,Left,4,2,1,FASTBALL,93.73079681,14.03880024,-6.752689838,5.308370113,-1.560610056,6.051199913,3.586879969,0.669551015,2041.640015,155.7709961,0.390952766,0.516631126,0.201978368
6/19/2019,2019,Pitcher X,Left,4,5,Left,5,2,2,SLIDER,83.95600128,3.756740093,3.153850079,5.475949764,-1.631999969,5.287909985,1.443750024,-0.142366007,2606.959961,227.2799988,0.875516117,0.333240747,0.291757645
6/19/2019,2019,Pitcher X,Left,4,5,Left,6,3,2,FASTBALL,93.15930176,13.90400028,-5.861360073,5.291679859,-1.49000001,6.046959877,3.035130024,0.595690012,2038.339966,158.8639984,0.920765162,0.22332418,0.205629124
6/19/2019,2019,Pitcher X,Left,5,1,Right,1,0,0,FASTBALL,92.11119843,13.99199963,-8.94631958,5.354090214,-1.478770018,5.734000206,2.668849945,0.035767201,1909.26001,148.2779999,0.651842177,0.13025713,0.084907091
6/19/2019,2019,Pitcher X,Left,5,1,Right,2,0,1,FASTBALL,91.36100006,15.75249958,-9.580450058,5.414629936,-1.361150026,5.70938015,3.061759949,-0.387706012,1911.859985,149.1580048,0.867182076,0.274778008,0.238282564
6/19/2019,2019,Pitcher X,Left,5,1,Right,3,0,2,CHANGEUP,86.81629944,6.838409901,-10.03960037,5.452980042,-1.367910028,5.540160179,2.094449997,0.359869003,1743.180054,124.9830017,0.885297775,0.132818744,0.117584138
6/19/2019,2019,Pitcher X,Left,5,1,Right,4,0,2,CHANGEUP,87.12830353,8.090220451,-9.362059593,5.406770229,-1.489549994,5.524549961,3.28730011,-1.818210006,1742.670044,132.102005,0.052525304,0.584799647,0.030716779
6/19/2019,2019,Pitcher X,Left,5,2,Right,1,0,0,FASTBALL,93.34339905,13.27420044,-7.003200054,5.433990002,-1.37748003,5.852719784,2.162859917,1.202329993,2160.610107,153.7610016,0.184842259,0.132548064,0.024500484
6/19/2019,2019,Pitcher X,Left,5,2,Right,2,1,0,FASTBALL,93.00240326,12.48779964,-7.52876997,5.244740009,-1.514510036,5.88421011,2.498070002,0.072976097,2115.320068,150.5059967,0.82364732,0.082073212,0.067599381
6/19/2019,2019,Pitcher X,Left,5,2,Right,3,1,1,CHANGEUP,87.84410095,11.18710041,-10.03979969,5.34153986,-1.416970015,5.733839989,2.476759911,-0.117344998,1812.47998,138.9429932,0.912605703,0.102226347,0.093292347
6/19/2019,2019,Pitcher X,Left,5,3,Right,1,0,0,FASTBALL,93.29740143,11.46150017,-7.115690231,5.377520084,-1.50327003,5.79885006,2.103349924,0.909677029,1863.550049,150.1589966,0.290628821,0.083888568,0.024380436
6/19/2019,2019,Pitcher X,Left,5,3,Right,2,1,0,FASTBALL,92.29329681,11.49180031,-8.391619682,5.389959812,-1.512169957,5.848020077,1.969249964,0.085769899,1861.670044,145.3249969,0.700872004,0.056160167,0.039361089
6/19/2019,2019,Pitcher X,Left,5,3,Right,3,1,1,CHANGEUP,88.00460052,4.524549961,-10.99590015,5.250959873,-1.510259986,5.90681982,1.255679965,-0.163634002,1692.569946,111.8010025,0.742499173,0.426546514,0.316710434
6/19/2019,2019,Pitcher X,Left,5,3,Right,4,1,2,SLIDER,84.22309875,1.089259982,2.668349981,5.498770237,-1.486119986,5.461480141,0.230590999,0.641092002,2657.669922,251.6609955,0.31002143,0.912312865,0.282836539
6/19/2019,2019,Pitcher X,Left,5,3,Right,5,2,2,SLIDER,84.47660065,2.292649984,2.668440104,5.494289875,-1.516540051,5.633920193,0.289900988,0.803776026,2560.73999,237.4019928,0.282047331,0.925795197,0.261118065
6/19/2019,2019,Pitcher X,Left,5,3,Right,6,3,2,CHANGEUP,88.23169708,9.404990196,-8.276519775,5.22976017,-1.574830055,5.9292202,0.869520009,1.266610026,1779.27002,140.4929962,0.017841702,0.759868503,0.013557348
6/19/2019,2019,Pitcher X,Left,5,4,Right,1,0,0,FASTBALL,91.64369965,14.08880043,-5.934350014,5.306869984,-1.520799994,5.935820103,1.149250031,0.899448991,2015.650024,158.8119965,0.057809208,0.33809939,0.019545258
6/19/2019,2019,Pitcher X,Left,5,4,Right,2,1,0,FASTBALL,92.40540314,12.5138998,-7.044779778,5.236579895,-1.634379983,5.909070015,1.717749953,0.251217991,2023.469971,152.3760071,0.567215621,0.061528258,0.034899789
6/19/2019,2019,Pitcher X,Left,5,4,Right,3,1,1,FASTBALL,92.25270081,15.10999966,-12.0298996,5.289480209,-1.528869987,5.853340149,1.799080014,-0.274028987,2010.439941,141.4519958,0.653705001,0.099902928,0.065307044
6/19/2019,2019,Pitcher X,Left,5,4,Right,4,1,2,CHANGEUP,87.80169678,5.575870037,-10.60779953,5.221389771,-1.549190044,5.995649815,1.629390001,0.242789,1751.540039,117.7839966,0.895782769,0.157410458,0.141005576
6/19/2019,2019,Pitcher X,Left,5,4,Right,5,2,2,FASTBALL,93.24859619,17.6257,-12.9552002,5.342689991,-1.578760028,5.939869881,2.595609903,0.332287014,2133.149902,143.3150024,0.950179756,0.13233529,0.125742314
6/19/2019,2019,Pitcher X,Left,5,5,Right,1,0,0,CHANGEUP,86.97869873,11.79800034,-7.199840069,5.35394001,-1.675639987,5.837910175,2.33604002,-0.855390012,1667.650024,150.4889984,0.302692533,0.201634645,0.061033301
6/24/2019,2019,Pitcher X,Left,1,1,Left,1,0,0,FASTBALL,91.02230072,16.95479965,-10.37629986,5.633550167,-1.505589962,5.857590199,2.18862009,-0.078104697,1864.27002,144.1459961,0.48748219,0.088713109,0.043246061
6/24/2019,2019,Pitcher X,Left,1,1,Left,2,0,1,FASTBALL,92.30660248,16.95490074,-10.55539989,5.630620003,-1.518440008,5.76541996,3.290669918,0.612968981,1914.98999,143.6490021,0.460382432,0.284992963,0.131205753
6/24/2019,2019,Pitcher X,Left,1,1,Left,3,0,2,SLIDER,85.46820068,1.560700059,2.078989983,5.585690022,-1.485430002,5.568739891,1.567389965,0.993471026,2515.129883,287.4190063,0.634278536,0.476395041,0.302167149
6/24/2019,2019,Pitcher X,Left,1,2,Right,1,0,0,FASTBALL,91.96309662,14.0788002,-10.1232996,5.549950123,-1.440369964,5.917809963,0.517006993,1.755149961,1816.869995,138.7700043,0.000984122,0.857755542,0.000844136
6/24/2019,2019,Pitcher X,Left,1,2,Right,2,1,0,FASTBALL,91.24549866,18.55190086,-9.237319946,5.546710014,-1.65565002,5.874959946,3.343679905,0.081219397,1895.819946,149.9989929,0.740894198,0.334079504,0.247517566
6/24/2019,2019,Pitcher X,Left,1,3,Left,1,0,0,FASTBALL,90.77130127,15.6498003,-7.476409912,5.544020176,-1.475980043,5.936850071,2.90644002,0.862091005,1816,150.8419952,0.199303433,0.275723606,0.054952661
6/24/2019,2019,Pitcher X,Left,1,4,Right,1,0,0,CHANGEUP,86.43170166,5.525549889,-11.48929977,5.576489925,-1.602530003,6.015999794,2.20104003,0.460716009,1677.800049,102.887001,0.417850345,0.167789847,0.070111045
6/24/2019,2019,Pitcher X,Left,1,4,Right,2,0,1,CHANGEUP,86.46929932,8.381290436,-10.91689968,5.561580181,-1.716639996,6.204599857,3.2493999,-0.400483996,1806.579956,117.4759979,0.678732336,0.128996417,0.087554039
6/24/2019,2019,Pitcher X,Left,1,4,Right,3,0,2,FASTBALL,92.54219818,14.17370033,-10.84449959,5.555459976,-1.592039943,5.976689816,4.182370186,-0.433164001,1734.47998,136.8789978,0.243371084,0.597185731,0.145337739
6/24/2019,2019,Pitcher X,Left,1,4,Right,4,1,2,SLIDER,84.95030212,2.195970058,1.191120028,5.602059841,-1.424900055,5.830639839,0.636771023,0.999684989,2544.179932,279.4580078,0.354787588,0.826495409,0.293230313
6/24/2019,2019,Pitcher X,Left,1,4,Right,5,2,2,FASTBALL,93.58229828,17.27070045,-8.992930412,5.497719765,-1.639879942,5.89289999,2.534940004,-0.757139027,1906.420044,148.701004,0.897089422,0.179973513,0.161452335
6/24/2019,2019,Pitcher X,Left,2,1,Left,1,0,0,FASTBALL,91.08760071,16.53120041,-9.291740417,5.56344986,-1.54982996,5.922810078,2.144949913,-0.219082996,1941.430054,146.5160065,0.535585761,0.067972325,0.036405009
6/24/2019,2019,Pitcher X,Left,2,2,Right,1,0,0,FASTBALL,91.2888031,16.22069931,-5.863939762,5.590419769,-1.402969956,6.03068018,1.960240006,1.258550048,1805.890015,157.5820007,0.117445342,0.177548364,0.020852228
6/24/2019,2019,Pitcher X,Left,2,2,Right,2,1,0,FASTBALL,91.28079987,16.15049934,-11.95619965,5.612390041,-1.535320044,5.971220016,1.866299987,0.0296831,1829.290039,138.352005,0.493226051,0.089520343,0.044153765
6/24/2019,2019,Pitcher X,Left,2,2,Right,3,1,1,CHANGEUP,86.82379913,6.153260231,-12.02770042,5.62266016,-1.536949992,6.006249905,1.829149961,-0.182925001,1897.140015,105.1669998,0.90071702,0.206030428,0.185575114
6/24/2019,2019,Pitcher X,Left,2,3,Right,1,0,0,CHANGEUP,86.80889893,9.481289864,-12.10060024,5.620910168,-1.501099944,6.089930058,1.683560014,0.51740998,1905.890015,119.0690002,0.279196918,0.362653702,0.101251796
6/24/2019,2019,Pitcher X,Left,2,3,Right,2,0,1,FASTBALL,92.02950287,15.94499969,-11.55930042,5.581930161,-1.48973,6.115290165,2.524580002,1.017989993,1833.51001,138.9459991,0.295675665,0.076823726,0.022714906
6/24/2019,2019,Pitcher X,Left,2,4,Left,1,0,0,SLIDER,82.77610016,4.489429951,-0.479755014,5.600200176,-1.71863997,5.956679821,1.246809959,1.893270016,2455.110107,190.7120056,0.069548808,0.970586777,0.067503153
6/24/2019,2019,Pitcher X,Left,2,4,Left,2,1,0,FASTBALL,90.78119659,18.90430069,-4.383170128,5.584869862,-1.462949991,6.016870022,3.019170046,0.369230002,1877.050049,165.5700073,0.679858446,0.27515614,0.187067226
6/24/2019,2019,Pitcher X,Left,2,4,Left,3,1,1,FASTBALL,91.30180359,17.55220032,-10.2482996,5.589019775,-1.595579982,6.160459995,2.061439991,0.024779599,1943.030029,145.5670013,0.794688225,0.068135321,0.054146337
6/24/2019,2019,Pitcher X,Left,2,4,Left,4,1,2,FASTBALL,91.63459778,15.54870033,-9.320199966,5.508059978,-1.496960044,6.075570107,2.566380024,-0.530001998,1875.959961,144.5370026,0.949727833,0.074887447,0.071122693
6/24/2019,2019,Pitcher X,Left,2,5,Right,1,0,0,FASTBALL,90.9292984,14.55150032,-6.987909794,5.598800182,-1.553480029,6.110889912,3.559969902,0.350818992,1737.77002,150.5899963,0.32360819,0.388445586,0.125704173
6/24/2019,2019,Pitcher X,Left,2,5,Right,2,0,1,FASTBALL,91.96040344,13.65229988,-8.149820328,5.476389885,-1.492730021,6.156620026,2.68611002,0.419465005,1875.27002,144.2980042,0.878683448,0.092813753,0.081553908
6/24/2019,2019,Pitcher X,Left,3,1,Left,1,0,0,SLIDER,81.48899841,5.981510162,0.281969994,5.746759892,-1.393329978,5.607960224,4.198470116,0.420455992,2401.360107,197.2310028,0.02689912,0.310837418,0.008361253
6/24/2019,2019,Pitcher X,Left,3,1,Left,2,1,0,FASTBALL,91.96389771,14.22949982,-9.632379532,5.632080078,-1.37322998,5.856840134,2.179090023,0.517820001,1994.859985,140.6549988,0.532570362,0.100262381,0.053396773
6/24/2019,2019,Pitcher X,Left,3,2,Right,1,0,0,FASTBALL,91.76959991,16.21299934,-8.94023037,5.67347002,-1.491510034,6.105539799,2.404439926,0.212569997,1809.060059,147.0110016,0.577058315,0.079373263,0.045803001
6/24/2019,2019,Pitcher X,Left,3,3,Left,1,0,0,SLIDER,82.81289673,7.336880207,-0.417328,5.688029766,-1.451310039,5.603459835,2.771270037,0.716428995,2387.23999,183.6150055,0.365039229,0.226709083,0.082757709
6/24/2019,2019,Pitcher X,Left,3,3,Left,2,0,1,SLIDER,83.68969727,4.684259892,0.349099994,5.679269791,-1.505759954,5.755630016,1.873669982,0.560943007,2580.449951,209.2089996,0.801124096,0.298963517,0.239506877
6/24/2019,2019,Pitcher X,Left,3,3,Left,3,0,2,SLIDER,83.27999878,2.61590004,1.246610045,5.608950138,-1.397300005,5.724009991,1.588670015,0.689624012,,268.1210022,0.808451235,0.374918967,0.303103702
6/24/2019,2019,Pitcher X,Left,3,3,Left,4,1,2,FASTBALL,92.79109955,14.33699989,-10.77439976,5.449309826,-1.475010037,6.068120003,2.603430033,0.592666984,1740.430054,137.4759979,0.783264279,0.117947094,0.092383746
6/24/2019,2019,Pitcher X,Left,3,3,Left,5,1,2,SLIDER,84.50610352,2.287169933,0.228530005,5.612659931,-1.678239942,5.512869835,2.608769894,-0.503499985,2543.399902,284.6329956,0.835602105,0.098226227,0.082078042
6/24/2019,2019,Pitcher X,Left,3,3,Left,6,1,2,FASTBALL,93.31580353,16.20210075,-10.16740036,5.523079872,-1.471510053,6.067249775,3.152839899,0.276059985,1839.819946,143.3009949,0.9142102,0.182955518,0.167259801
6/24/2019,2019,Pitcher X,Left,4,1,Right,1,0,0,CHANGEUP,85.27549744,5.457459927,-11.97809982,5.520949841,-1.518339992,6.012060165,3.241990089,0.610081017,1829.52002,101.9179993,0.076501347,0.10650003,0.008147396
6/24/2019,2019,Pitcher X,Left,4,1,Right,2,0,1,CHANGEUP,85.88040161,5.281459808,-11.43050003,5.585490227,-1.477329969,5.987279892,3.35236001,-0.889649987,1921.849976,101.7300034,0.346156031,0.175066173,0.060600212
6/24/2019,2019,Pitcher X,Left,4,1,Right,3,0,2,FASTBALL,92.57749939,12.96609974,-9.956700325,5.396019936,-1.554810047,5.993559837,1.63056004,-0.349611998,1903.030029,136.3959961,0.698269427,0.061511256,0.042951429
6/24/2019,2019,Pitcher X,Left,4,1,Right,4,1,2,CHANGEUP,87.15899658,6.054180145,-11.33640003,5.582389832,-1.540989995,5.846119881,1.847929955,-0.783764005,1898.550049,105.762001,0.920595884,0.162026227,0.149160677
6/24/2019,2019,Pitcher X,Left,4,2,Left,1,0,0,SLIDER,83.17910004,6.680570126,0.961629987,5.632730007,-1.519770026,5.761600018,2.332099915,0.46972999,2574.370117,202.4620056,0.571907878,0.192483097,0.1100826
6/24/2019,2019,Pitcher X,Left,4,2,Left,2,0,1,SLIDER,83.91639709,0.991150022,1.833729982,5.654489994,-1.468240023,5.840189934,1.245229959,0.156360999,2600.870117,298.553009,0.692441761,0.597705841,0.413876485
6/24/2019,2019,Pitcher X,Left,4,2,Left,3,0,2,FASTBALL,93.31939697,12.79360008,-10.66950035,5.467470169,-1.375370026,5.998250008,3.75406003,1.668179989,1894.290039,133.75,0.025811384,0.421620846,0.010882617
6/24/2019,2019,Pitcher X,Left,4,2,Left,4,1,2,SLIDER,84.31800079,6.381130219,2.143330097,5.599699974,-1.266309977,5.813300133,1.895179987,0.319456995,2586.050049,216.8209991,0.931475759,0.177680969,0.165505516
6/24/2019,2019,Pitcher X,Left,4,3,Right,1,0,0,FASTBALL,92.21859741,14.8508997,-7.89715004,5.483439922,-1.528020024,6.039889812,2.558589935,-0.158810005,1947.410034,147.8430023,0.619885147,0.114379115,0.070901915
